income,fixed_expenses,weekly_food_spending,weekly_transport_spending,subscription_services_count,employment_status,age,last_month_spending,savings_last_month,next_month_spending_prediction,saving_suggestion
20433000,6147000,799000,538000,0,Student,38,5097000,15336000,10330362.49,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
34459000,8642000,448000,296000,2,Part-time,18,24175000,10284000,11857531.39,"Sudah cukup hemat, pertahankan kebiasaan menabung."
26884000,10528000,2686000,613000,8,Full-time,40,19401000,7483000,27503783.58,Kurangi langganan aplikasi jasa yang jarang digunakan.
41681000,16659000,428000,762000,3,Freelance,27,17589000,24092000,22061137.38,"Sudah cukup hemat, pertahankan kebiasaan menabung."
13627000,4742000,867000,319000,0,Full-time,23,6119000,7508000,9994268.345,"Sudah cukup hemat, pertahankan kebiasaan menabung."
18362000,7321000,894000,670000,7,Contract,52,4195000,14167000,13987316.74,Kurangi langganan aplikasi jasa yang jarang digunakan.
48551000,18238000,592000,604000,0,Freelance,34,8602000,39949000,25406876.55,"Sudah cukup hemat, pertahankan kebiasaan menabung."
29288000,10758000,1196000,286000,2,Freelance,31,11883000,17405000,19086697.19,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38278000,11659000,2745000,884000,7,Contract,57,8920000,29358000,26873137.77,Kurangi langganan aplikasi jasa yang jarang digunakan.
47757000,13097000,2458000,704000,4,Businessman,40,13679000,34078000,29369545.92,"Sudah cukup hemat, pertahankan kebiasaan menabung."
49540000,12189000,1272000,157000,3,Freelance,61,9641000,39899000,19927627.42,"Sudah cukup hemat, pertahankan kebiasaan menabung."
36829000,10773000,899000,706000,7,Student,52,15383000,21446000,14759227.07,Kurangi langganan aplikasi jasa yang jarang digunakan.
47300000,18324000,1637000,906000,8,Freelance,20,36884000,10416000,35419600.37,Kurangi langganan aplikasi jasa yang jarang digunakan.
11079000,4078000,888000,732000,0,Contract,55,8164000,2915000,10668828.01,"Kurangi makan di luar, coba masak sendiri di rumah."
47189000,17096000,835000,189000,5,Businessman,29,26351000,20838000,24931656.61,"Sudah cukup hemat, pertahankan kebiasaan menabung."
30198000,7813000,2055000,707000,9,Freelance,34,4008000,26190000,21050674.83,Kurangi langganan aplikasi jasa yang jarang digunakan.
49144000,12080000,2916000,847000,10,Businessman,50,28440000,20704000,35210242.53,Kurangi langganan aplikasi jasa yang jarang digunakan.
29234000,7525000,501000,968000,9,Freelance,35,17493000,11741000,14182118.64,Kurangi langganan aplikasi jasa yang jarang digunakan.
27213000,7400000,300000,820000,10,Contract,18,13334000,13879000,14007440.93,Kurangi langganan aplikasi jasa yang jarang digunakan.
25804000,5963000,1642000,587000,7,Part-time,29,18876000,6928000,13496152.31,Kurangi langganan aplikasi jasa yang jarang digunakan.
48789000,13160000,442000,266000,0,Full-time,30,35899000,12890000,14324893.06,"Sudah cukup hemat, pertahankan kebiasaan menabung."
41361000,12839000,1373000,838000,4,Freelance,22,5597000,35764000,23878631.84,"Sudah cukup hemat, pertahankan kebiasaan menabung."
24870000,9751000,1740000,925000,7,Student,29,21969000,2901000,17575338.63,Kurangi langganan aplikasi jasa yang jarang digunakan.
41109000,14315000,825000,261000,4,Part-time,27,31191000,9918000,17438450.06,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48463000,17438000,661000,227000,8,Contract,56,6764000,41699000,22124291.49,Kurangi langganan aplikasi jasa yang jarang digunakan.
17169000,4125000,375000,971000,6,Full-time,29,11704000,5465000,11238880.1,Kurangi langganan aplikasi jasa yang jarang digunakan.
42062000,12619000,1344000,824000,8,Full-time,35,33188000,8874000,22840490.55,Kurangi langganan aplikasi jasa yang jarang digunakan.
27184000,9925000,2989000,896000,3,Freelance,48,3692000,23492000,28373998.86,"Kurangi makan di luar, coba masak sendiri di rumah."
28829000,6637000,2361000,109000,7,Freelance,43,10501000,18328000,17410931.14,Kurangi langganan aplikasi jasa yang jarang digunakan.
21006000,7740000,2139000,113000,7,Part-time,51,6707000,14299000,16992342.2,Kurangi langganan aplikasi jasa yang jarang digunakan.
48097000,12971000,1149000,218000,3,Contract,57,15858000,32239000,19549861.84,"Sudah cukup hemat, pertahankan kebiasaan menabung."
29133000,7315000,842000,605000,3,Part-time,20,9718000,19415000,13085071.46,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35208000,11284000,1131000,974000,2,Businessman,61,16247000,18961000,22505791.38,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
47470000,18608000,413000,985000,1,Full-time,63,10024000,37446000,27357733.59,"Sudah cukup hemat, pertahankan kebiasaan menabung."
29128000,8915000,2447000,555000,0,Contract,65,8993000,20135000,21608610.25,"Kurangi makan di luar, coba masak sendiri di rumah."
37006000,8225000,2375000,139000,5,Full-time,53,23015000,13991000,22226058.93,"Sudah cukup hemat, pertahankan kebiasaan menabung."
27441000,10815000,1713000,617000,9,Contract,52,8535000,18906000,21650961.16,Kurangi langganan aplikasi jasa yang jarang digunakan.
37674000,14622000,1655000,175000,7,Student,28,4086000,33588000,20019946.95,Kurangi langganan aplikasi jasa yang jarang digunakan.
36750000,10615000,302000,106000,9,Contract,47,3244000,33506000,12919076.28,Kurangi langganan aplikasi jasa yang jarang digunakan.
44755000,9402000,2745000,568000,8,Contract,57,8636000,36119000,23875647.73,Kurangi langganan aplikasi jasa yang jarang digunakan.
29600000,11015000,1227000,923000,9,Full-time,22,8580000,21020000,21763123.48,Kurangi langganan aplikasi jasa yang jarang digunakan.
19999000,4397000,574000,234000,5,Full-time,22,6202000,13797000,8064338.176,"Sudah cukup hemat, pertahankan kebiasaan menabung."
4823000,1373000,402000,457000,0,Freelance,53,3460000,1363000,5558759.185,"Kurangi makan di luar, coba masak sendiri di rumah."
40045000,14108000,781000,858000,5,Part-time,62,35634000,4411000,17438527.9,"Sudah cukup hemat, pertahankan kebiasaan menabung."
47201000,14883000,1328000,375000,10,Student,60,30396000,16805000,17530966.73,Kurangi langganan aplikasi jasa yang jarang digunakan.
36393000,10358000,640000,688000,7,Businessman,35,16324000,20069000,20308871.19,Kurangi langganan aplikasi jasa yang jarang digunakan.
24633000,9711000,2715000,395000,0,Part-time,28,7709000,16924000,22038203.18,"Kurangi makan di luar, coba masak sendiri di rumah."
40144000,11394000,1532000,816000,1,Businessman,44,34882000,5262000,25174579.28,"Sudah cukup hemat, pertahankan kebiasaan menabung."
14710000,4425000,1466000,164000,8,Part-time,47,11395000,3315000,10840214.78,Kurangi langganan aplikasi jasa yang jarang digunakan.
25498000,9025000,2927000,929000,4,Full-time,47,19259000,6239000,28599630.44,"Kurangi makan di luar, coba masak sendiri di rumah."
31815000,12169000,1453000,667000,9,Part-time,24,9204000,22611000,21625227.21,Kurangi langganan aplikasi jasa yang jarang digunakan.
34134000,11488000,2409000,891000,8,Contract,19,11029000,23105000,25929223.91,Kurangi langganan aplikasi jasa yang jarang digunakan.
16184000,6323000,1255000,203000,9,Student,28,5659000,10525000,11472983.59,Kurangi langganan aplikasi jasa yang jarang digunakan.
21260000,7198000,1895000,717000,9,Part-time,24,15051000,6209000,17388187.52,Kurangi langganan aplikasi jasa yang jarang digunakan.
31978000,11644000,2280000,370000,3,Freelance,29,7622000,24356000,24016510.12,"Sudah cukup hemat, pertahankan kebiasaan menabung."
17715000,5067000,2185000,290000,3,Contract,52,11971000,5744000,15346998.86,"Kurangi makan di luar, coba masak sendiri di rumah."
37333000,14742000,2875000,266000,4,Part-time,38,26269000,11064000,27674804.64,"Kurangi makan di luar, coba masak sendiri di rumah."
48927000,12372000,2354000,115000,0,Businessman,49,35286000,13641000,27226317.57,"Sudah cukup hemat, pertahankan kebiasaan menabung."
29794000,7474000,725000,601000,4,Full-time,33,7140000,22654000,13826895.88,"Sudah cukup hemat, pertahankan kebiasaan menabung."
47628000,12702000,786000,982000,5,Student,30,28348000,19280000,17384418.99,"Sudah cukup hemat, pertahankan kebiasaan menabung."
46971000,16313000,2651000,444000,2,Businessman,50,40418000,6553000,38516724.41,"Sudah cukup hemat, pertahankan kebiasaan menabung."
27871000,9485000,329000,434000,4,Student,48,18607000,9264000,12013046.17,"Sudah cukup hemat, pertahankan kebiasaan menabung."
45867000,9983000,2956000,449000,0,Full-time,60,4411000,41456000,26019901.3,"Sudah cukup hemat, pertahankan kebiasaan menabung."
20731000,4733000,392000,844000,3,Freelance,55,15683000,5048000,11739765.48,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
19754000,6511000,591000,826000,9,Full-time,46,4992000,14762000,13698856.34,Kurangi langganan aplikasi jasa yang jarang digunakan.
39695000,15207000,1960000,225000,9,Full-time,38,21714000,17981000,28073390.14,Kurangi langganan aplikasi jasa yang jarang digunakan.
36578000,9479000,2538000,189000,0,Freelance,20,20687000,15891000,21867365.99,"Sudah cukup hemat, pertahankan kebiasaan menabung."
24275000,5641000,1209000,766000,2,Contract,38,20318000,3957000,15416338.65,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
48021000,11951000,2571000,575000,3,Freelance,57,6607000,41414000,27667132.3,"Sudah cukup hemat, pertahankan kebiasaan menabung."
18300000,4422000,1255000,466000,3,Contract,54,5419000,12881000,11844835.15,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
34792000,9189000,1351000,113000,2,Student,56,11134000,23658000,12806721.58,"Sudah cukup hemat, pertahankan kebiasaan menabung."
24322000,7001000,1583000,862000,7,Businessman,53,17669000,6653000,20365459.76,Kurangi langganan aplikasi jasa yang jarang digunakan.
21825000,6372000,2441000,478000,4,Student,53,13583000,8242000,17210137.28,"Kurangi makan di luar, coba masak sendiri di rumah."
33811000,8457000,1176000,855000,2,Businessman,49,22367000,11444000,19183750.58,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
19758000,4510000,1128000,639000,9,Full-time,40,15667000,4091000,11408274.44,Kurangi langganan aplikasi jasa yang jarang digunakan.
12567000,3808000,1509000,439000,0,Freelance,35,4207000,8360000,12830809.53,"Kurangi makan di luar, coba masak sendiri di rumah."
28178000,7900000,1607000,907000,4,Full-time,35,20818000,7360000,18422336.98,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
45821000,10821000,1549000,668000,4,Contract,42,10292000,35529000,21385872.64,"Sudah cukup hemat, pertahankan kebiasaan menabung."
23319000,7976000,2928000,324000,4,Full-time,55,18178000,5141000,23905200.27,"Kurangi makan di luar, coba masak sendiri di rumah."
30026000,10303000,2341000,595000,6,Businessman,35,13246000,16780000,26289515.53,Kurangi langganan aplikasi jasa yang jarang digunakan.
24286000,6025000,1847000,621000,5,Part-time,63,3170000,21116000,15997458.06,"Kurangi makan di luar, coba masak sendiri di rumah."
25353000,9120000,2402000,216000,8,Full-time,60,4798000,20555000,21452650.68,Kurangi langganan aplikasi jasa yang jarang digunakan.
18742000,6189000,609000,472000,4,Freelance,61,10758000,7984000,11613589.71,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
35967000,11134000,2648000,745000,7,Student,40,16959000,19008000,23454178.3,Kurangi langganan aplikasi jasa yang jarang digunakan.
26290000,6913000,2659000,740000,5,Businessman,49,21800000,4490000,22677418.9,"Kurangi makan di luar, coba masak sendiri di rumah."
47798000,10644000,2440000,857000,3,Full-time,57,15376000,32422000,26901745.65,"Sudah cukup hemat, pertahankan kebiasaan menabung."
20083000,6444000,882000,404000,6,Freelance,20,11637000,8446000,13176926.71,Kurangi langganan aplikasi jasa yang jarang digunakan.
26763000,10176000,1363000,861000,4,Contract,32,16296000,10467000,18972336.81,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
21745000,6053000,1330000,390000,8,Full-time,33,5908000,15837000,14992134.35,Kurangi langganan aplikasi jasa yang jarang digunakan.
15606000,3712000,505000,713000,6,Businessman,53,3306000,12300000,10666440.95,Kurangi langganan aplikasi jasa yang jarang digunakan.
20951000,6881000,1200000,975000,6,Student,45,9918000,11033000,13385291.04,Kurangi langganan aplikasi jasa yang jarang digunakan.
49411000,12965000,1912000,368000,2,Full-time,34,3522000,45889000,24113984.31,"Sudah cukup hemat, pertahankan kebiasaan menabung."
33593000,10531000,2797000,919000,2,Part-time,25,7750000,25843000,25492427.25,"Kurangi makan di luar, coba masak sendiri di rumah."
40159000,15128000,1386000,845000,7,Freelance,46,20669000,19490000,27556342.3,Kurangi langganan aplikasi jasa yang jarang digunakan.
38827000,9013000,1133000,380000,9,Freelance,35,15616000,23211000,15867399.6,Kurangi langganan aplikasi jasa yang jarang digunakan.
47457000,14327000,1735000,869000,5,Contract,23,27010000,20447000,28787651.78,"Sudah cukup hemat, pertahankan kebiasaan menabung."
43958000,9364000,601000,652000,8,Part-time,49,23520000,20438000,16810683.23,Kurangi langganan aplikasi jasa yang jarang digunakan.
37642000,9646000,537000,943000,9,Contract,39,23272000,14370000,16016021.33,Kurangi langganan aplikasi jasa yang jarang digunakan.
48961000,18780000,2248000,352000,6,Freelance,43,3069000,45892000,32515412.93,Kurangi langganan aplikasi jasa yang jarang digunakan.
45118000,9799000,2002000,766000,8,Businessman,64,23685000,21433000,25800533.94,Kurangi langganan aplikasi jasa yang jarang digunakan.
26212000,5444000,423000,582000,10,Part-time,25,15439000,10773000,9934025.113,Kurangi langganan aplikasi jasa yang jarang digunakan.
49145000,17744000,2943000,199000,1,Student,55,43619000,5526000,24755542.14,"Sudah cukup hemat, pertahankan kebiasaan menabung."
48471000,16872000,801000,724000,1,Contract,58,4340000,44131000,24098982.42,"Sudah cukup hemat, pertahankan kebiasaan menabung."
24718000,5042000,2357000,704000,7,Freelance,32,3076000,21642000,18850080.4,Kurangi langganan aplikasi jasa yang jarang digunakan.
31443000,12007000,362000,326000,5,Full-time,48,23292000,8151000,17547414.27,"Sudah cukup hemat, pertahankan kebiasaan menabung."
35230000,12146000,2176000,185000,8,Part-time,44,29129000,6101000,21117073.77,Kurangi langganan aplikasi jasa yang jarang digunakan.
47330000,18292000,306000,681000,2,Businessman,26,12224000,35106000,25382822.89,"Sudah cukup hemat, pertahankan kebiasaan menabung."
31945000,7852000,1987000,895000,3,Freelance,22,4397000,27548000,21578898.37,"Cobalah menggunakan transportasi umum seperti angkot, bus, atau KRL."
14137000,4805000,1142000,801000,9,Freelance,23,8140000,5997000,13478816.14,Kurangi langganan aplikasi jasa yang jarang digunakan.
42097000,16315000,562000,528000,7,Freelance,27,4525000,37572000,22586327.18,Kurangi langganan aplikasi jasa yang jarang digunakan.
43588000,13219000,1596000,129000,5,Part-time,21,36153000,7435000,21057864.16,"Sudah cukup hemat, pertahankan kebiasaan menabung."
27093000,7577000,2700000,641000,3,Full-time,36,22019000,5074000,23499127.49,"Kurangi makan di luar, coba masak sendiri di rumah."
48797000,13482000,1226000,215000,8,Full-time,41,9099000,39698000,21494268.63,Kurangi langganan aplikasi jasa yang jarang digunakan.
40541000,10825000,2580000,561000,6,Full-time,59,35466000,5075000,24679120.76,Kurangi langganan aplikasi jasa yang jarang digunakan.
38501000,9322000,2399000,840000,0,Part-time,60,20768000,17733000,20426330.79,"Sudah cukup hemat, pertahankan kebiasaan menabung."
46291000,14914000,2529000,911000,6,Businessman,55,8374000,37917000,34235402.42,Kurangi langganan aplikasi jasa yang jarang digunakan.
43631000,10427000,1859000,755000,2,Full-time,63,27655000,15976000,21547536.84,"Sudah cukup hemat, pertahankan kebiasaan menabung."
38955000,8656000,2213000,964000,1,Student,64,27896000,11059000,19966032.13,"Sudah cukup hemat, pertahankan kebiasaan menabung."
46501000,15358000,1688000,308000,4,Student,60,40752000,5749000,22781828.53,"Sudah cukup hemat, pertahankan kebiasaan menabung."
42225000,11504000,2189000,682000,7,Full-time,55,29987000,12238000,26867189.56,Kurangi langganan aplikasi jasa yang jarang digunakan.
38653000,8000000,809000,946000,0,Full-time,60,28421000,10232000,19604916.96,"Sudah cukup hemat, pertahankan kebiasaan menabung."
41246000,16085000,2233000,393000,7,Student,43,18617000,22629000,24486460.15,Kurangi langganan aplikasi jasa yang jarang digunakan.
45686000,11990000,2171000,323000,5,Freelance,56,9188000,36498000,23606380.45,"Sudah cukup hemat, pertahankan kebiasaan menabung."
39139000,13029000,1600000,366000,1,Part-time,24,17510000,21629000,20890073.93,"Sudah cukup hemat, pertahankan kebiasaan menabung."
22616000,7402000,2664000,632000,2,Part-time,18,14841000,7775000,21091787.19,"Kurangi makan di luar, coba masak sendiri di rumah."
